UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,Cluster,track_name,artist_name
8.736962,5.172388,5.469938,5.5730257,5.459741,3.9138238,0,...Girl,Mura Masa
5.132937,2.2226794,5.9898214,5.3268404,5.32695,3.3214107,0,Wildest Ones,Eves Karydas
4.815842,-0.010015762,9.303254,5.517639,5.793597,4.591036,0,Polichinelle,Chantal Goya
5.814558,-0.28691158,9.187176,6.314786,6.782149,4.0272565,0,Meet the Monster,Five Finger Death Punch
4.536851,-0.3497127,8.291463,3.9228082,5.226358,3.3243473,0,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan
4.163679,0.14267585,7.9191895,5.2289205,5.913203,2.925504,0,Rocks,BONES
4.82617,-0.31354183,8.179992,3.7974296,4.652813,4.6339917,0,Flow with It (You Got Me Feeling Like),St. Paul & The Broken Bones
6.3461103,-0.12525237,8.771023,5.8101635,6.2535233,2.7110023,0,Seven,Rainbow Kitten Surprise
-0.4242648,3.713,8.286928,5.045521,6.6461363,4.025223,0,Frogs And Bears,Mitch Hedberg
3.756058,-0.169428,8.182156,4.823059,5.160179,3.2406602,0,Promise Me,Badflower
8.649205,5.6396146,4.9282274,5.32411,5.4387627,4.0419455,0,Talva Lumi,Cantoma
4.616715,1.8823583,5.0500193,4.696152,5.6529775,3.5513325,1,"Lucia di Lammermoor / Act 1: ""Regnava nel silenzio""",Gaetano Donizetti
4.9477277,-0.48979267,8.184571,5.77694,7.2975974,3.9150915,0,The Scarecrow,Avantasia
4.242982,-0.42853278,8.394728,4.038767,4.7325277,3.1737783,0,Dopeman,Less Than Jake
5.626375,-0.41896275,8.573176,5.9204135,6.9391255,4.215022,0,Bad Company,Five Finger Death Punch
5.198768,-0.24292888,8.377821,4.232257,5.8026056,3.1611407,0,Do I Have to Talk You Into It,Spoon
6.0701804,0.089935645,9.001243,4.8331656,5.72503,2.897343,0,"Bad Case Of Loving You (Doctor, Doctor)",Robert Palmer
6.4770746,-0.013464319,9.595283,6.337941,6.3555236,4.0712595,0,Just 'Cos You Can Don't Mean You Should,Joe Bonamassa
6.4134665,-0.19153461,8.766945,5.7152495,6.33032,2.6111972,0,Neon Church,Tim McGraw
5.888104,1.1379024,6.9843254,5.230745,5.252459,4.0314217,0,Call It a Night,Wild Rivers
8.652821,6.471865,3.1415937,5.565988,5.5429096,4.053691,1,Beyond Time,Dean Evenson
5.262484,1.5625238,6.210433,5.2639375,4.770792,3.0006368,1,Dream,Park Hyo Shin
5.888064,0.052290153,8.81215,4.70278,6.035541,2.8427868,0,Since We're Alone,Niall Horan
8.831724,6.5190983,3.1857185,5.663106,5.1825986,3.5949228,1,#24,Aphex Twin
5.0222826,-0.5559837,7.87946,3.7235167,5.0637035,4.319614,0,Choose,Why Don't We
5.410385,0.18150154,8.194701,5.635962,4.797733,4.8587303,0,FML,Kanye West
4.570983,-0.0065066954,9.336622,5.3608418,6.30347,3.2077994,0,Please Don't Judge Me,Bigg Robb
5.015625,0.38250116,9.652509,5.9383926,4.841062,3.3338892,0,Affairs Of The Heart,Damian Marley
6.017558,0.6284067,9.259348,5.6235933,4.2283616,4.0930643,0,Sweet Revenge,John Prine
8.798032,5.9236603,3.3324947,5.386432,6.053443,3.750759,1,"Requiem in D Minor, K. 626: 1. Introitus: Requiem - Live",Wolfgang Amadeus Mozart
4.8825006,1.0942042,5.405468,4.6580896,5.540676,3.4886255,1,One More Hour - Soundtrack Version,Randy Newman
4.8275127,2.0213084,5.425236,4.9756675,5.801263,3.0528316,1,Colour Me In,Damien Rice
6.053352,-0.23589458,8.04168,4.8895917,6.836154,3.7570078,0,Los Angeles,X
6.1056542,0.25976866,9.054925,5.479442,4.383824,4.469047,0,Stick Out,Pouya
5.621957,0.5768224,7.9509997,5.5232754,4.0747237,2.934243,0,So Will I,UPPERROOM
9.331674,6.411997,3.0194147,5.5480676,5.6555486,4.178448,1,Iris: Pt. 2 - Instrumental,James Horner
5.498772,0.38815218,9.182135,6.30983,3.9723785,4.284156,0,Animal,Against Me!
4.860797,1.8024133,6.405559,4.776272,6.153526,3.7208407,0,Mona,Bo Diddley
6.2558165,0.075341776,9.69582,6.3564987,6.291512,4.0791073,0,Never Been Rocked Enough,Delbert McClinton
5.831159,0.38034442,9.460069,5.1464086,4.2131696,3.0357068,0,Reaper,Manwolves
5.223625,1.9601411,6.163275,5.433757,4.8584785,3.0047586,1,Amazed,Desperation Band
4.53816,-0.038628187,8.674567,5.346057,6.191744,3.0233293,0,Huarache Lights,Hot Chip
5.810663,-0.26134142,8.1472435,5.3403697,6.8229585,2.7774506,0,覚醒,Superfly
5.0205116,-0.13469389,9.146449,6.0997963,5.6072073,4.0515428,0,Tonight (I'm Fuckin' You),Enrique Iglesias
3.824146,-0.030207094,7.231598,4.583308,4.982231,4.4905605,0,Glorious Day (Living He Loved Me) - Live,Casting Crowns
4.93457,2.055401,5.8842206,4.8933077,5.9096603,3.8894305,0,Ruby,Dave Rawlings Machine
8.923075,5.524431,4.6217127,5.304965,5.934331,3.703983,0,Go Outside,Cults
3.653109,-0.3628555,7.834041,4.517608,4.8678765,4.073808,0,Can’t Hide Red,Florida Georgia Line
4.8460917,0.39877653,9.435018,5.6680946,5.8042927,3.2938445,0,Love Is All (feat. Kim Waters),Chuck Loeb
4.4006333,1.1201862,5.7299614,4.6921573,5.31628,3.6679933,1,"More, Holy Spirit - Live",Covenant Worship
-0.14660758,4.248649,8.509101,5.004024,6.313556,3.9434955,0,"Clean It off, B---",Jim Norton
4.842288,1.0334411,5.964824,4.8871365,4.9922085,3.1557717,1,Psalm 45 (Live),Shane & Shane
4.694427,-0.4535118,8.205618,3.7828927,5.097193,3.695789,0,Ever Really Wanted,Slightly Stoopid
9.282531,6.446958,3.341177,5.43813,5.717342,4.023324,1,"Puccini: Madama Butterfly, Act 1: ""Ah! Ah! quanto cielo!...Ancora un passo or via"" (Butterfly, Sharpless, Chorus)",Giacomo Puccini
6.133165,1.1673527,7.8763556,5.9284744,4.719753,3.7473278,0,Folha de Jurema,Nicola Cruz
6.379951,-0.24973407,8.768803,5.398441,6.2763543,3.242692,0,Subterranean,Minnesota
5.6508512,0.5148076,8.436247,6.1566763,3.640736,4.1142974,0,You Are My King (Amazing Love),"Phillips, Craig & Dean"
-0.21041887,3.8658617,8.381254,5.1363897,6.4138923,3.9346,0,"Dog, Dreams Predict The Future, My Own Culture, Jewish",Eugene Mirman
8.044257,5.9380264,3.148919,5.480191,5.7757397,3.5116754,1,"Clarinet Concerto in A Major, K.622: Clarinet Concerto in A Major, K.622: II. Adagio",Wolfgang Amadeus Mozart
8.536798,6.398107,3.2655854,5.3275027,5.9062705,3.899382,1,Take My Hand Precious Lord,Charlie Haden
8.745284,5.9568315,4.5122766,5.192033,5.838542,4.01003,0,The Thrill Is Gone,B.B. King
5.0247273,0.27944782,8.262095,4.7357693,6.628581,4.2501554,0,Party On Da Weekend,Kenne' Wayne
5.1640067,1.3735895,7.563991,4.6791773,5.990316,4.0340333,0,Headlock,Imogen Heap
4.248043,0.22067222,7.334825,4.89761,5.0466003,4.791424,0,Grey,EXES
8.341727,6.324834,3.1638093,5.6590676,5.239892,3.4908803,1,She Is Of The Heavens,Dario Marianelli
9.009573,5.947627,3.3994546,5.4019327,5.9595113,3.9159484,1,Ballad,Stan Getz
6.148829,0.30027002,9.088563,5.6617074,4.355934,4.3941736,0,As You Are,Rag'n'Bone Man
6.501409,-0.1950598,9.089531,5.56698,6.58366,3.5813115,0,I Don't Wanna Stop,Ozzy Osbourne
-0.4328365,3.7748654,8.234932,5.001276,6.588147,4.079201,0,Dry Clean Only,Mitch Hedberg
4.9843607,2.143121,5.8792963,4.937811,5.66799,3.7433074,1,Leech Boy,Crywank
3.5993235,-0.22378029,8.311311,4.427632,5.323084,4.442425,0,Lucky,311
4.947535,1.2849319,5.7747507,4.936303,5.1251497,2.9783509,1,YaYaYa,RY X
5.3997426,1.62306,6.2694163,5.267108,4.8523912,3.0970316,1,Death with Dignity,Sufjan Stevens
5.9838457,0.43554038,9.414937,5.241694,4.358076,3.0675254,0,Marijuana (feat. Don Carlos),Slightly Stoopid
9.110866,5.242511,4.6725736,5.560102,5.6269693,3.9300404,0,Incinerate,Sonic Youth
8.727364,5.077383,5.4446363,5.585874,5.459442,3.8788915,0,Samba Tranquille,Thievery Corporation
9.207922,6.172642,2.9481466,5.512015,5.8248663,3.9927888,1,"Parsifal, WWV 111: Act I: Prelude",Richard Wagner
5.0399117,-0.3135095,7.957439,4.5710745,3.9551764,3.595771,0,I'm With You - Single Edit,Vance Joy
5.650747,-0.23982298,8.879413,5.350258,6.7765756,4.4044466,0,Casual Sex,My Darkest Days
6.5852027,0.47796756,9.190042,5.731783,5.7147017,3.1116712,0,Fantasy,SEKAI NO OWARI
8.923029,5.1462955,5.431934,5.589895,5.6980934,3.703757,0,Basie Is Back in Town,Count Basie
4.4534073,-0.0723665,8.615803,4.2504196,5.0285892,2.9145482,0,UMI Says,Mos Def
6.176224,-0.23793554,8.663199,5.4176617,6.5775266,2.7382343,0,Prodigal,Sidewalk Prophets
5.599474,0.40380365,9.041937,6.276605,3.8062577,4.1720033,0,Desperate People,Hillsong UNITED
6.1171207,1.394616,7.6567793,5.9274607,4.792743,3.5608966,0,somethingfartoogoodtofeel,The Japanese House
4.060062,-0.16860414,9.05464,4.6987195,5.573448,3.2194834,0,"Bouge (B.O. ""Bouge"")",Generation B.O.
3.8478873,0.08464603,8.5023,4.3160825,5.360135,3.2342508,0,Son Mis Deseos,Cardenales Del Exito
5.7602673,0.17538807,9.702712,6.477921,6.0137024,3.243139,0,GRRRLS,AViVA
4.963743,0.2634896,9.668849,6.0341907,4.9130974,3.3589418,0,Like Me,Casanova
5.58658,0.0815783,8.690811,5.8608108,4.7871923,4.8098617,0,Wicked,Future
4.8776627,1.8183835,5.0892224,4.8382926,5.6451664,3.0618064,1,"Nachtstück, D. 672",Ian Bostridge
5.06907,2.319917,5.4064374,5.1598954,5.4940395,3.144164,1,Où est-elle ?,Daniel Lavoie
5.2482767,1.251398,7.6716914,4.5337453,5.7689023,4.1541257,0,Endless Love,Michelle Simonal
3.962669,-0.12263432,8.23324,4.3397007,5.50324,3.1036916,0,Avec La Bouche 'Bye Bye Blues' - Remastered,Henri Salvador
5.9606595,0.28494108,9.148907,5.1240525,3.8760698,4.1254582,0,Time To Get Tough,The Aggrolites
5.5740824,0.56300753,8.649315,6.3138647,3.863212,3.8564825,0,Thank You Jesus - Alternate Version/Live,Hillsong Worship
4.4787207,-0.08108821,8.871293,5.268866,6.3740463,3.0475576,0,Put My Money on That,Curtis Grimes
5.517602,0.102764934,8.753375,5.01872,4.5176597,4.7036676,0,The Distance (feat. Ty Dolla $ign),Mariah Carey
4.8762736,1.6752254,5.9591756,4.64384,5.804772,4.015245,0,Blue Bayou,Linda Ronstadt
4.865276,-0.44436812,8.199097,4.1587,4.3717847,4.668634,0,Forever On Your Side (with JOHNNYSWIM),NEEDTOBREATHE
3.8348646,0.21686703,8.267863,4.3376193,5.404142,3.2121327,0,I'm on Fire,Bruce Springsteen
4.919834,1.1718309,5.3525777,4.7351665,5.6239095,3.2138371,1,Mattinata spring awaking,Ruggero Leoncavallo
9.265595,6.4486804,3.3075738,5.451656,5.6851263,3.9417548,1,Messa da Requiem: II. Dies irae,Giuseppe Verdi
5.7000155,-0.23127733,8.968769,6.23947,5.876057,4.5416594,0,"Beware, the Sirens",Getter
4.304546,-0.23045978,8.364037,4.0676775,5.290931,2.967342,0,Dangerous (feat. Jeremih and PnB Rock),Meek Mill
4.757672,-0.3851302,8.246124,3.7932692,4.986931,4.580559,0,Dile A Tu Marido,Pasabordo
6.647554,0.20965567,9.15791,5.809783,5.145236,4.2145042,0,He's A Mental Giant,Tech N9ne
-0.57317364,3.875669,8.399974,5.008911,6.794683,3.9789286,0,Done,Ryan Stout
5.0065675,-0.4683433,8.278314,5.735825,7.2905703,3.8634834,0,You Might Think He Loves You for Your Money but I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,Death Grips
4.8017416,-0.37852317,8.401719,4.155066,5.5694766,4.44412,0,Come Together Now,Matt and Kim
8.549853,6.136922,3.167683,5.3973346,5.9122667,3.7201064,1,Birth,Keith Jarrett
6.043532,-0.17093295,8.654153,4.9227924,6.466693,2.7620332,0,Bodhisattva,Steely Dan
8.621398,6.036046,3.9394372,5.0454783,6.2541695,3.774797,1,"Unaccompanied Cello Suite No. 4 in E-Flat Major, BWV 1010: V. Bourrées I & II",Johann Sebastian Bach
9.402521,6.485547,2.9000235,5.6252236,5.4219136,3.8427806,1,Second Dream,Ryuichi Sakamoto
5.7928305,0.09972519,8.807935,4.9437,4.3217945,2.9477289,0,Nothing On Us,The Him
4.7957845,1.697121,5.160244,4.847307,5.7473474,2.9305336,1,"La Favorita - Italian version - Act 4: ""Spirto gentil, de'sogni miei""",Gaetano Donizetti
8.37255,6.259775,3.3352334,5.693767,5.2636347,3.7022893,1,Killmonger vs T'Challa,Ludwig Goransson
5.7744627,-0.2761473,8.006544,5.124795,6.8229804,2.8353517,0,Graduate,Third Eye Blind
5.437383,0.07506443,9.563151,6.2965765,6.1192737,2.9989128,0,Never Meant,American Football
4.7835536,-0.20801884,8.501596,5.079541,6.426305,3.048665,0,Children of the Korn,Korn
4.117065,-0.36898372,7.887379,4.8462057,4.5989256,4.492829,0,Lost In The World,Kanye West
8.103727,5.9016466,3.4471502,5.3040967,6.026452,3.5567007,1,"Piano Concerto No. 4 in G Major, K. 41: III. Molto allegro",Wolfgang Amadeus Mozart
4.4600706,-0.3750392,8.114225,5.0062127,6.226602,2.9398558,0,Her - Wooli Remix,Excision
4.707453,0.118090555,9.271364,5.341743,5.5463166,4.506973,0,Hou la menteuse,Dorothée
3.8911703,-0.050810833,7.881178,4.8347216,5.3339157,3.0529723,0,Temptation,Destiny's Child
5.942438,0.39917654,9.107186,5.80311,3.7214196,3.5338106,0,Born Free,The Bouncing Souls
6.5887012,-0.03545243,9.169326,6.130278,6.2231507,2.958733,0,Always,Saliva
3.4975884,-0.21739343,8.322479,4.3472085,5.3298993,4.2901125,0,Ella Se Contradice (feat. Plan B),Baby Rasta
5.998757,-0.3262227,8.296792,5.3209143,6.917811,3.2533937,0,Help Is On The Way,Rise Against
5.038158,-0.32506257,8.135505,4.314576,5.3337336,2.8211727,0,How Long Will They Mourn Me?,Thug Life
6.0420575,0.434894,9.3164835,5.2382426,4.4948587,3.0349588,0,Never Let You Go (feat. Sofia Reyes),Slushii
6.307758,0.235703,9.068635,5.7069736,4.8650675,4.4618807,0,On My Soul,Key Glock
4.4705644,-0.023495574,8.63215,4.2760444,5.000187,4.5653777,0,Mare,Maldita Vecindad Y Los Hijos Del 5to. Patio
5.568776,-0.10273789,8.56956,4.364763,5.829269,3.003458,0,I Am Your Mind (Part 2),Roy Ayers
5.1774325,1.9049795,6.2093244,5.431188,4.872301,2.985586,1,Heaven Came For Me,Chris Quilala
4.9528975,0.4328535,7.0893426,4.8359394,6.3716383,2.9970367,0,The Wave,R3HAB
8.385549,5.6426334,4.192344,5.22549,5.9597344,3.657077,0,猫のしっぽ犬のしっぽ,ko-ko-ya
5.649882,-0.14557905,8.953917,6.2111144,5.6711006,4.5709147,0,No Days Off (feat. Monty),Fetty Wap
5.771463,0.37770456,8.241741,5.449545,4.331554,3.013922,0,Nobody Else But You,Trey Songz
9.282989,6.486747,3.020672,5.476127,5.729743,4.0660696,1,Sonata No. 6 in D Major: II. Andante assai,Gioachino Rossini
6.135999,0.14514962,8.393714,4.801325,6.4409966,3.7727194,0,Rocket 69,Todd Rhodes
5.1128902,0.2786765,6.7637906,4.9648237,6.619993,3.6779392,0,U Smile,Justin Bieber
8.61725,6.435288,3.2225292,5.405677,5.7141724,3.7596421,1,Giselle: No. 5 - Allegro,Adolphe Adam
3.764081,-0.32287076,7.6564274,4.627126,4.684047,4.464359,0,Walking Is Still Honest,Against Me!
4.631177,0.65283513,7.4801755,5.0233927,6.558276,3.2085536,0,Lose My Cool,Amber Mark
